"indicator","reportyear","FIPS","County_Name","County_FIPS","treecanopy_n","treecanopy_d","treecanopy_pct","treecanopy_se_pct","treecanopy_rse","treecanopy_pctile","source","version","notes"
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021604,"Placer",6061,NA,NA,29.5384623,2.8889985,9.7804635,96.21455152,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021801,"Placer",6061,NA,NA,48.7733183,2.5539191,5.2363038,98.83228538,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021802,"Placer",6061,NA,NA,29.1190409,2.568914,8.8221107,96.04773515,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021901,"Placer",6061,NA,NA,57.8898403,3.1820983,7.5566047,99.44822276,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021902,"Placer",6061,NA,NA,60.6593858,3.9661205,10.081491,99.66636725,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061022002,"Placer",6061,NA,NA,54.2874629,2.5465941,5.5708877,99.2429103,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061022011,"Placer",6061,NA,NA,39.1279588,4.1835238,10.6919039,97.86988323,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061022013,"Placer",6061,NA,NA,64.7084468,2.3998409,6.8000432,99.85884768,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061022014,"Placer",6061,NA,NA,36.7392169,4.1591988,11.3208694,97.47209034,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061022400,"Placer",6061,NA,NA,9.350772,3.4941816,37.3678406,77.46695753,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061022500,"Placer",6061,NA,NA,7.3532768,3.0747235,41.8143314,68.31772103,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061022600,"Placer",6061,NA,NA,6.6576488,2.5335909,38.0553393,63.94199923,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061022800,"Placer",6061,NA,NA,5.1910965,1.7844152,34.374534,51.00731426,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061022900,"Placer",6061,NA,NA,5.2477511,3.1766208,60.5329941,51.46926729,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023000,"Placer",6061,NA,NA,5.1895688,2.5475716,49.0902357,50.9816502,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023100,"Placer",6061,NA,NA,5.6962494,1.5925657,27.958145,55.96047735,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023200,"Placer",6061,NA,NA,2.5221061,1.9505977,77.3400347,8.558963172,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023300,"Placer",6061,NA,NA,3.5062681,1.9939281,56.8675308,23.07198768,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023400,"Placer",6061,NA,NA,4.2511317,1.772876,41.7036256,36.99473887,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023500,"Placer",6061,NA,NA,5.7997615,2.3670512,40.8129058,56.94854356,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023600,"Placer",6061,NA,NA,5.4831208,2.4710124,45.0658032,53.93301681,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023700,"Placer",6061,NA,NA,6.1279964,3.3259343,54.2744165,59.98973438,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023800,"Placer",6061,NA,NA,5.8899839,3.3888809,57.5363357,57.94944181,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061023900,"Placer",6061,NA,NA,3.6128968,2.8155803,77.9313784,25.11228025,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6063000100,"Plumas",6063,NA,NA,29.2958386,2.3191202,7.9162102,96.09906326,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6063000201,"Plumas",6063,NA,NA,43.6367698,2.5120156,5.7566489,98.40882844,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6063000300,"Plumas",6063,NA,NA,18.3527439,1.6436979,8.9561424,91.6976774,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6063000400,"Plumas",6063,NA,NA,34.4898409,2.8724418,8.3283707,97.13845759,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6063000501,"Plumas",6063,NA,NA,20.7344653,2.7774339,13.3952521,93.08353651,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6063000502,"Plumas",6063,NA,NA,44.4091799,3.003683,6.7636535,98.48582061,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030103,"Riverside",6065,NA,NA,4.7716937,2.514466,52.6954605,45.97715899,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030104,"Riverside",6065,NA,NA,3.3521709,0.9737657,29.0488081,19.76132427,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030200,"Riverside",6065,NA,NA,7.2188731,1.439605,19.9422393,67.63762351,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030300,"Riverside",6065,NA,NA,3.7670091,1.1673462,30.9886754,28.26895932,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030400,"Riverside",6065,NA,NA,4.8963309,1.2234544,24.9871683,47.38868215,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030501,"Riverside",6065,NA,NA,4.8833365,1.5171344,31.0675781,47.23469781,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030502,"Riverside",6065,NA,NA,3.2913743,0.9987837,30.3454899,18.51661748,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030503,"Riverside",6065,NA,NA,4.3015332,2.5073515,58.2897162,38.04696523,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030601,"Riverside",6065,NA,NA,5.2135949,2.2495107,43.1470187,51.14846657,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030602,"Riverside",6065,NA,NA,8.3986773,2.4075403,28.6657082,73.82266136,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030603,"Riverside",6065,NA,NA,11.0818696,3.0091959,27.1542263,82.26613628,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030700,"Riverside",6065,NA,NA,9.3382908,2.149471,23.0178204,77.42846144,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030800,"Riverside",6065,NA,NA,6.0385743,1.5609257,25.8492424,59.2839728,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065030900,"Riverside",6065,NA,NA,3.1085859,1.1365874,36.5628445,15.50109072,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031001,"Riverside",6065,NA,NA,6.0101131,2.1628117,35.986207,59.00166816,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031002,"Riverside",6065,NA,NA,3.7597225,1.6228097,43.1630186,28.08931092,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031100,"Riverside",6065,NA,NA,7.7056545,3.2550463,42.2423076,70.3580136,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031200,"Riverside",6065,NA,NA,7.0617896,1.6988563,24.0570227,66.62389324,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031300,"Riverside",6065,NA,NA,2.4902486,0.7870317,31.6045432,8.315154626,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031401,"Riverside",6065,NA,NA,6.2949361,2.0514284,32.58855,61.46541768,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031402,"Riverside",6065,NA,NA,5.8655091,2.3892033,40.7330928,57.62864109,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031501,"Riverside",6065,NA,NA,4.1024265,1.6036623,39.0905796,34.40266906,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031502,"Riverside",6065,NA,NA,3.3766941,1.1640345,34.4726081,20.35159759,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031601,"Riverside",6065,NA,NA,3.4763921,1.5919452,45.7930269,22.43038624,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031602,"Riverside",6065,NA,NA,4.539341,1.7624588,38.8263147,42.33286283,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031701,"Riverside",6065,NA,NA,4.3957943,1.8891285,42.9758167,39.93327345,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031702,"Riverside",6065,NA,NA,5.3087616,2.4541552,46.2283926,52.2776851,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031703,"Riverside",6065,NA,NA,3.6749142,1.5756909,42.8769429,26.33132298,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065031704,"Riverside",6065,NA,NA,3.6014547,1.1265151,31.2794453,24.88130373,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040101,"Riverside",6065,NA,NA,2.2460672,0.6836113,30.4359242,6.249197998,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040102,"Riverside",6065,NA,NA,2.7917232,0.9012812,32.2840444,11.27935327,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040201,"Riverside",6065,NA,NA,3.5892766,1.7971568,50.0701659,24.5989991,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040202,"Riverside",6065,NA,NA,2.9734388,1.478181,49.712844,13.39663801,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040203,"Riverside",6065,NA,NA,3.2016494,1.8873431,58.949089,16.88694983,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040204,"Riverside",6065,NA,NA,2.4292464,1.3325555,54.8546883,7.712049275,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040301,"Riverside",6065,NA,NA,2.8711866,1.0323256,35.9546684,12.17759528,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040302,"Riverside",6065,NA,NA,3.6695248,1.0975965,29.9111336,26.25433081,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040303,"Riverside",6065,NA,NA,2.1003776,1.1392989,54.2425757,5.363788015,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040402,"Riverside",6065,NA,NA,2.0508873,0.9246408,45.0849163,5.055819325,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040403,"Riverside",6065,NA,NA,2.0821277,0.7058436,33.9001126,5.235467727,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6065040404,"Riverside",6065,NA,NA,2.863501,1.2512896,43.6978932,12.06210702,"HCI/National Land Cover Database","Wed06Dec17",""
